filename,hypothesis,overall-score,decoder-score,lm-score,ctc-score,rating
anju_Intonation_L1_001.wav,SO ILL BE HERE SOON,-35.54591751098633,-7.151732444763184,-26.401330947875977,-13.79457187652588,2.0
anju_Intonation_L1_010.wav,DID JOHN POST THAT LETTER,-31.738317489624023,-1.371304988861084,-30.418359756469727,-1.2001391649246216,0.0
anju_Intonation_L1_012.wav,GOOD MORNING,-17.555692672729492,-3.36464524269104,-14.91603946685791,-0.9480068683624268,2.0
anju_Phoneme_L1_022-1.wav,HOW,-14.934993743896484,-3.696931838989258,-11.470965385437012,-2.920588731765747,3.0
anju_Stress_L1_003.wav,STATELY,-19.409154891967773,-2.3266875743865967,-17.15554428100586,-2.0830979347229004,0.0
anju_Stress_L1_008.wav,BEFORE,-17.232131958007812,-1.878767251968384,-14.765361785888672,-3.838780879974365,2.0
anju_Stress_L1_014.wav,I HAVE HEARD,-28.895977020263672,-9.43190097808838,-14.742643356323242,-25.170015335083008,0.0
anju_Stress_L1_029.wav,COME THEN,-19.944456100463867,-6.317962169647217,-13.44292449951172,-6.929861545562744,0.0
anju_Stress_L2_001.wav,THAT PLACE,-22.1367244720459,-6.205694198608398,-15.636585235595703,-7.18717622756958,2.0
anju_Stress_L2_003.wav,NOT ME,-17.133045196533203,-4.93795108795166,-13.394761085510254,-0.9390609860420228,3.0
anju_Stress_L2_005.wav,GOOD BY,-18.87747573852539,-6.5917158126831055,-13.510296821594238,-2.509926080703736,4.0
anju_Stress_L2_006.wav,BUT MINING,-22.2255916595459,-6.548342704772949,-17.277116775512695,-1.2154561281204224,2.0
anju_Stress_L2_007.wav,IM GOING PAST,-39.14946365356445,-10.793928146362305,-19.39776039123535,-40.65317535400391,3.0
anju_Stress_L2_008.wav,GONE BY,-17.295787811279297,-1.4798469543457031,-16.115238189697266,-0.4821841120719909,2.0
anju_Stress_L2_009.wav,AND,-16.802867889404297,-7.604397773742676,-10.07419490814209,-4.685317516326904,3.0
anju_Stress_L2_037.wav,LEOPARD,-30.30764389038086,-10.229755401611328,-16.584102630615234,-21.87571144104004,2.0
bharati_Stress_L1_003.wav,STUDLEY,-20.780956268310547,-3.77175498008728,-17.526464462280273,-2.0475401878356934,0.0
bharati_Stress_L1_008.wav,BEFORE,-15.70999526977539,-0.5496121048927307,-14.765361785888672,-1.8663522005081177,4.0
bharati_Stress_L1_012.wav,MAGNIFICENTLY,-15.97443389892578,-0.231753870844841,-15.76611614227295,-0.1536338776350021,1.0
bharati_Stress_L2_001.wav,RIGHT PLACE,-20.70018196105957,-0.411870390176773,-20.325010299682617,-0.2895337641239166,4.0
bharati_Stress_L2_003.wav,NOT ME,-13.69784450531006,-0.2101444900035858,-13.394761085510254,-0.5199385285377502,4.0
bharati_Stress_L2_005.wav,GOOD BYE,-16.539798736572266,-0.3923050761222839,-16.04354476928711,-0.7388021945953369,4.0
bharati_Stress_L2_006.wav,GOOD MORNING,-15.184717178344728,-0.2498674988746643,-14.91603946685791,-0.3125678300857544,4.0
bharati_Stress_L2_007.wav,GONE PAST,-21.57710838317871,-0.2475090026855468,-19.85293960571289,-5.169713497161865,4.0
bharati_Stress_L2_008.wav,GONE BACK,-16.627208709716797,-0.2422744780778885,-16.453733444213867,-0.0129472063854336,3.0
bharati_Stress_L2_009.wav,TEN MEN,-18.34008026123047,-0.2703692615032196,-18.146175384521484,-0.0154791921377182,2.0
bharati_Stress_L3_001.wav,BLACK AND WHITE,-14.933334350585938,-0.4121933281421661,-14.640250205993652,-0.0151620237156748,3.0
bharati_Stress_L4_001.wav,ITS COLD,-14.486665725708008,-0.414145290851593,-13.758430480957031,-1.461112380027771,4.0
bharati_Stress_L4_004.wav,I WAS HERE,-16.797178268432617,-0.3447698950767517,-16.538105010986328,-0.0591061823070049,3.0
bharati_Stress_L4_005.wav,SHE IS HOME,-17.357528686523438,-0.3368505835533142,-17.119192123413086,-0.0084680849686265,4.0
bharati_Stress_L4_006.wav,SHE IS AT HOME,-16.496370315551758,-0.4397728443145752,-16.131208419799805,-0.1910674571990966,4.0
bharati_Stress_L4_009.wav,WILL SHE,-15.84593677520752,-2.721044540405273,-13.881138801574709,-0.2002225816249847,4.0
bibin_Stress_L1_003.wav,STUDLEY,-20.185348510742188,-2.997063398361206,-17.526464462280273,-1.8698009252548216,0.0
bibin_Stress_L1_008.wav,THE FOE,-31.479537963867188,-15.259218215942385,-15.528881072998049,-17.564010620117188,2.0
bibin_Stress_L1_012.wav,MARK M E,-36.60247802734375,-13.381515502929688,-20.607364654541016,-22.093515396118164,0.0
bibin_Stress_L2_001.wav,A RIGHT PLACE,-20.1436767578125,-0.3319776058197021,-19.883302688598636,-0.0932990908622741,4.0
bibin_Stress_L2_003.wav,NOT ME,-13.73299789428711,-0.3137301802635193,-13.394761085510254,-0.3954179286956787,4.0
bibin_Stress_L2_005.wav,GOOD BYE,-18.545394897460938,-3.4765219688415527,-16.04354476928711,-0.2276200503110885,2.0
bibin_Stress_L2_006.wav,GOOD MORNING,-15.067523956298828,-0.1998907178640365,-14.91603946685791,-0.0385406799614429,2.0
bibin_Stress_L2_007.wav,GONE FAST,-20.301729202270508,-0.7767038345336914,-19.640275955200195,-0.3925420641899109,0.0
bibin_Stress_L2_008.wav,GONE BY,-17.286781311035156,-1.0507360696792605,-16.115238189697266,-1.4534255266189575,0.0
bibin_Stress_L2_009.wav,TEN MEN,-18.647113800048828,-0.4612022042274475,-18.146175384521484,-0.5936517119407654,3.0
bibin_Stress_L3_001.wav,BLACK AND WHITE,-26.284839630126957,-9.274043083190918,-14.640250205993652,-17.175865173339844,4.0
bibin_Stress_L4_001.wav,ITS HORRID,-23.389673233032227,-7.790318489074707,-12.97872829437256,-16.525739669799805,1.0
bibin_Stress_L4_004.wav,I WAS HERE,-18.349761962890625,-0.9038422107696532,-16.538105010986328,-3.929886102676392,2.0
bibin_Stress_L4_005.wav,SHE SAW,-19.0266227722168,-3.789234161376953,-14.126175880432127,-7.493279933929443,2.0
bibin_Stress_L4_006.wav,SHE IS AT HOME,-19.75498390197754,-4.973845481872559,-16.131208419799805,-0.4736051857471466,1.0
bibin_Stress_L4_009.wav,RINSE,-23.402374267578125,-3.77471137046814,-19.377328872680664,-4.609153747558594,4.0
jeeva_Stress_L1_003.wav,SEDLEY,-21.77223777770996,-4.049476623535156,-16.308879852294922,-8.762412071228027,0.0
jeeva_Stress_L1_008.wav,BEFORE,-14.90117645263672,-0.1553474962711334,-14.765361785888672,-0.090238057076931,4.0
jeeva_Stress_L1_012.wav,MAGNIFICENTLY,-16.247774124145508,-0.3370567560195923,-15.76611614227295,-0.819063663482666,1.0
jeeva_Stress_L2_001.wav,RIGHT,-17.932910919189453,-5.780462741851807,-13.371468544006348,-1.7170662879943848,3.0
jeeva_Stress_L2_003.wav,NOT ME,-13.572139739990234,-0.242742508649826,-13.394761085510254,-0.0248653180897235,3.0
jeeva_Stress_L2_005.wav,GOOD BY,-15.814926147460938,-2.986412048339844,-13.510296821594238,-0.7138028144836426,0.0
jeeva_Stress_L2_006.wav,GOOD MORNING,-15.073396682739258,-0.1956340670585632,-14.91603946685791,-0.0680453106760978,3.0
jeeva_Stress_L2_007.wav,GANEM,-30.357372283935547,-10.550161361694336,-16.40934944152832,-21.876365661621094,4.0
jeeva_Stress_L2_008.wav,GONE BACK,-16.5832462310791,-0.1813123524188995,-16.453733444213867,-0.0086493575945496,2.0
jeeva_Stress_L2_009.wav,TEN MEN,-18.32823181152344,-0.2495288252830505,-18.146175384521484,-0.0246193278580904,4.0
jeeva_Stress_L3_001.wav,BLACK AND WHITE,-14.86669635772705,-0.3083494305610657,-14.640250205993652,-0.0353417545557022,2.0
jeeva_Stress_L4_001.wav,ITS COLD,-15.772666931152344,-1.866585731506348,-13.758430480957031,-2.3587536811828613,4.0
jeeva_Stress_L4_004.wav,I WILL SEE,-19.704666137695312,-2.588625431060791,-15.565607070922852,-7.756744861602783,3.0
jeeva_Stress_L4_005.wav,HES HOME,-17.21646499633789,-1.2426689863204956,-15.319428443908691,-3.423890829086304,1.0
jeeva_Stress_L4_006.wav,HES AT HOME,-17.012821197509766,-1.1096056699752808,-15.855091094970703,-1.2700185775756836,1.0
jeeva_Stress_L4_009.wav,AND SHE,-17.568492889404297,-3.871323347091675,-12.915571212768556,-6.476650238037109,4.0
kiru_Stress_L1_003.wav,SEDLEY,-23.9033317565918,-5.651242733001709,-16.308879852294922,-12.12860870361328,0.0
kiru_Stress_L1_008.wav,BEFORE,-14.944089889526367,-0.1719678342342376,-14.765361785888672,-0.1945022046566009,3.0
kiru_Stress_L1_012.wav,MAGNIFICENTLY,-15.943461418151855,-0.2464335858821869,-15.76611614227295,-0.0161398630589246,3.0
kiru_Stress_L2_001.wav,RIGHT PLACE,-20.57502555847168,-0.2694371342658996,-20.325010299682617,-0.2046917229890823,3.0
kiru_Stress_L2_003.wav,NOT ME,-13.603911399841309,-0.2542846500873565,-13.394761085510254,-0.1038356497883796,4.0
kiru_Stress_L2_005.wav,GOOD BYE,-17.817060470581055,-2.364632606506348,-16.04354476928711,-0.3942427039146423,4.0
kiru_Stress_L2_006.wav,GOOD MORNING,-15.51955223083496,-0.6511778831481934,-14.91603946685791,-0.4922950565814972,2.0
kiru_Stress_L2_007.wav,GONE PAST,-20.134037017822266,-0.2949773967266083,-19.85293960571289,-0.2487183362245559,2.0
kiru_Stress_L2_008.wav,GONE BACK,-16.827810287475586,-0.3282340764999389,-16.453733444213867,-0.4810460805892944,2.0
kiru_Stress_L2_009.wav,TEN MEN,-18.73133087158203,-0.8184638619422913,-18.146175384521484,-0.0407640002667903,2.0
kiru_Stress_L3_001.wav,BLACK AND WHITE,-22.87911605834961,-4.491361618041992,-14.640250205993652,-16.98304557800293,1.0
kiru_Stress_L4_001.wav,ITS COLD,-16.215383529663086,-1.6628190279006958,-13.758430480957031,-4.309928894042969,3.0
kiru_Stress_L4_004.wav,IT WAS HER,-16.547100067138672,-0.5316327214241028,-15.400859832763672,-2.580328941345215,2.0
kiru_Stress_L4_005.wav,SHE IS HOME,-17.37531280517578,-0.3598935604095459,-17.119192123413086,-0.0139832179993391,3.0
kiru_Stress_L4_006.wav,SHE IS AT HOME,-16.690011978149414,-0.5276579260826111,-16.131208419799805,-0.6314743757247925,1.0
kiru_Stress_L4_009.wav,WILL SHE,-15.316776275634766,-1.5456950664520264,-13.881138801574709,-1.1788357496261597,4.0
madhavi_Stress_L1_003.wav,STEADILY,-19.987136840820312,-3.919494867324829,-17.196002960205078,-0.1582936346530914,0.0
madhavi_Stress_L1_008.wav,BEFORE,-16.333606719970703,-1.6477737426757812,-14.765361785888672,-1.3826807737350464,2.0
madhavi_Stress_L1_012.wav,MAGNIFICENTLY,-15.937126159667969,-0.2050551623106002,-15.76611614227295,-0.0915740653872489,1.0
madhavi_Stress_L2_001.wav,A RIGHT PLACE,-20.22881317138672,-0.4152795374393463,-19.883302688598636,-0.1827091723680496,2.0
madhavi_Stress_L2_003.wav,NOT ME,-14.23915672302246,-0.6029003262519836,-13.394761085510254,-1.4078837633132937,3.0
madhavi_Stress_L2_005.wav,GOOD BYE,-18.215431213378903,-2.7947378158569336,-16.04354476928711,-0.7185693979263306,3.0
madhavi_Stress_L2_006.wav,GOOD MORNING,-15.131759643554688,-0.2959399819374084,-14.91603946685791,-0.0285395514219999,3.0
madhavi_Stress_L2_007.wav,GONE PAST,-21.51372718811035,-1.7447381019592283,-19.85293960571289,-1.4649075269699097,4.0
madhavi_Stress_L2_008.wav,GONE BACK,-17.817779541015625,-1.271905541419983,-16.453733444213867,-1.57903790473938,2.0
madhavi_Stress_L2_009.wav,THEN MEN,-17.764564514160156,-0.3341570198535919,-17.457382202148438,-0.244236335158348,0.0
madhavi_Stress_L3_001.wav,BLACK AND WHITE,-14.886361122131348,-0.3408887684345245,-14.640250205993652,-0.0249611549079418,2.0
madhavi_Stress_L4_001.wav,ITS CALLED,-18.44170570373535,-1.4116655588150024,-15.849838256835938,-5.345668792724609,1.0
madhavi_Stress_L4_004.wav,I WAS ILL,-20.426734924316406,-1.6524320840835571,-16.236013412475586,-10.113399505615234,1.0
madhavi_Stress_L4_005.wav,THIEVES,-24.873550415039062,-9.03653049468994,-14.114089965820312,-14.77962875366211,1.0
madhavi_Stress_L4_006.wav,HE IS AT HOME,-23.871116638183597,-7.084640502929688,-16.125545501708984,-9.287741661071776,0.0
madhavi_Stress_L4_009.wav,N C,-24.21859359741211,-7.427252769470215,-16.37377166748047,-8.819143295288086,0.0
maheshaa_Stress_L1_003.wav,STURDILY,-19.74197769165039,-1.4221532344818115,-17.150699615478516,-5.319235324859619,0.0
maheshaa_Stress_L1_008.wav,BEFORE,-14.887040138244627,-0.1686809062957763,-14.765361785888672,-0.0120053077116608,4.0
maheshaa_Stress_L1_012.wav,MAGNIFICENTLY,-16.05864906311035,-0.302068144083023,-15.76611614227295,-0.2702858448028564,0.0
maheshaa_Stress_L2_001.wav,RIGHT PLACE,-21.133167266845703,-0.6334237456321716,-20.325010299682617,-1.2158640623092651,2.0
maheshaa_Stress_L2_003.wav,NOT ME,-13.606141090393066,-0.2768755555152893,-13.394761085510254,-0.0585540384054183,3.0
maheshaa_Stress_L2_005.wav,GOOD BYE,-16.396596908569336,-0.3581101298332214,-16.04354476928711,-0.3412493467330932,4.0
maheshaa_Stress_L2_006.wav,GOOD MORNING,-15.085699081420898,-0.2347736209630966,-14.91603946685791,-0.0177267659455537,4.0
maheshaa_Stress_L2_007.wav,GONE PAST,-23.224159240722656,-3.4085519313812256,-19.85293960571289,-3.2841122150421143,2.0
maheshaa_Stress_L2_008.wav,GONE BACK,-16.85197639465332,-0.3678377866744995,-16.453733444213867,-0.469185471534729,3.0
maheshaa_Stress_L2_009.wav,DENMAN,-18.13836097717285,-0.5624624490737915,-16.9693546295166,-2.584275960922241,2.0
maheshaa_Stress_L3_001.wav,BLACK AND WHITE,-14.957727432250977,-0.3062306940555572,-14.640250205993652,-0.3437216281890869,3.0
maheshaa_Stress_L4_001.wav,ITS COLD,-14.869543075561523,-1.168781876564026,-13.758430480957031,-0.9765504002571106,2.0
maheshaa_Stress_L4_004.wav,I WAS HERE,-16.822227478027344,-0.3885154128074646,-16.538105010986328,-0.0405365899205207,4.0
maheshaa_Stress_L4_005.wav,SHES FORM,-22.888858795166016,-1.0099430084228516,-21.44828224182129,-2.445389747619629,1.0
maheshaa_Stress_L4_006.wav,SHES AT HOME,-16.892175674438477,-0.8666703104972839,-16.13047218322754,-0.5167765021324158,0.0
maheshaa_Stress_L4_009.wav,WILL SHE,-14.14780616760254,-0.2996740341186523,-13.881138801574709,-0.1896510422229766,4.0
nandini_Sentence_L1_036.wav,CAN YOU HAND ME THAT BLACK BAG PLEASE,-44.10648727416992,-6.902111053466797,-35.162261962890625,-13.709144592285156,2.0
nandini_Stress_L1_003.wav,STATELY,-18.55605125427246,-1.5411807298660278,-17.15554428100586,-1.072265863418579,2.0
nandini_Stress_L1_008.wav,DEFOE,-23.80331802368164,-8.403203964233398,-16.047178268432617,-6.246319770812988,2.0
nandini_Stress_L2_001.wav,THE RIGHT PLACE,-20.400318145751957,-2.953988790512085,-17.615869522094727,-2.3888556957244877,3.0
nandini_Stress_L2_003.wav,NOT ME,-13.7132568359375,-0.337461769580841,-13.394761085510254,-0.2742399573326111,3.0
nandini_Stress_L2_005.wav,GOOD BYE,-16.31326675415039,-0.3254882395267486,-16.04354476928711,-0.1395979970693588,2.0
nandini_Stress_L2_006.wav,GOOD MORNING,-16.435230255126953,-2.158363103866577,-14.91603946685791,-0.027790842577815,3.0
nandini_Stress_L2_007.wav,GONE PAST,-22.595531463623047,-1.283689022064209,-19.85293960571289,-6.146701812744141,2.0
nandini_Stress_L2_008.wav,GONE BACK,-16.645584106445312,-0.1481795608997345,-16.453733444213867,-0.2937470078468323,2.0
nandini_Stress_L2_009.wav,TEN MEN,-18.608123779296875,-0.5166822671890259,-18.146175384521484,-0.3342363238334656,2.0
nandini_Stress_L3_001.wav,BLACK AND WHITE,-14.928385734558104,-0.2929453551769256,-14.640250205993652,-0.276913583278656,3.0
nandini_Stress_L4_001.wav,ITS COLD,-19.9583683013916,-4.43002986907959,-13.758430480957031,-10.329729080200195,3.0
nandini_Stress_L4_004.wav,HE WAS HERE,-16.684967041015625,-1.2902950048446655,-15.609975814819336,-0.5726138353347778,2.0
nandini_Stress_L4_005.wav,SHE IS HOME,-18.722736358642575,-1.547601580619812,-17.119192123413086,-1.73406982421875,1.0
nandini_Stress_L4_006.wav,SHE IS AT HOME,-16.92511749267578,-1.0097062587738037,-16.131208419799805,-0.2903808653354645,3.0
nandini_Stress_L4_009.wav,WILL SHE,-16.543190002441406,-2.258876323699951,-13.881138801574709,-3.6027956008911133,2.0
shiva1_Stress_L1_003.wav,AND STURDILY,-29.28564071655273,-7.10189151763916,-21.19609832763672,-10.394067764282228,0.0
shiva1_Stress_L1_008.wav,BEFORE,-14.873479843139648,-0.1473571956157684,-14.765361785888672,-0.0165583752095699,3.0
shiva1_Stress_L1_012.wav,MAGNIFICENTLY,-16.007110595703125,-0.2395335733890533,-15.76611614227295,-0.2444049566984176,2.0
shiva1_Stress_L2_001.wav,A RIGHT PLACE,-20.62656021118164,-0.7805078029632568,-19.883302688598636,-0.656338095664978,4.0
shiva1_Stress_L2_003.wav,NOT ME,-13.56227684020996,-0.2267331182956695,-13.394761085510254,-0.0293417088687419,4.0
shiva1_Stress_L2_005.wav,GOOD BY,-19.06318664550781,-6.976844787597656,-13.510296821594238,-2.230334043502808,1.0
shiva1_Stress_L2_006.wav,GOOD MORNING,-15.783333778381348,-0.5973560810089111,-14.91603946685791,-1.497150182723999,2.0
shiva1_Stress_L2_007.wav,GONE PAST,-20.120479583740234,-0.2592078447341919,-19.85293960571289,-0.2869899272918701,2.0
shiva1_Stress_L2_008.wav,GONE BACK,-16.813068389892578,-0.3699724674224853,-16.453733444213867,-0.3345142304897308,2.0
shiva1_Stress_L2_009.wav,TIN MEN,-21.05824851989746,-0.761587381362915,-20.41183853149414,-0.3776547610759735,2.0
shiva1_Stress_L3_001.wav,BLACK AND WHITE,-14.842812538146973,-0.2833503782749176,-14.640250205993652,-0.0140586718916893,2.0
shiva1_Stress_L4_001.wav,ITS COLD,-17.404470443725586,-2.594348907470703,-13.758430480957031,-6.099987506866455,2.0
shiva1_Stress_L4_004.wav,I WAS HERE,-16.95130729675293,-0.4366802275180816,-16.538105010986328,-0.3584152460098266,4.0
shiva1_Stress_L4_005.wav,SEE YOU HOME,-23.230836868286133,-4.076025485992432,-18.818565368652344,-5.196842670440674,1.0
shiva1_Stress_L4_006.wav,SEE THE TOMB,-21.404130935668945,-1.646051049232483,-19.44974136352539,-2.673847913742065,1.0
shiva1_Stress_L4_009.wav,WILL SHE,-15.822029113769531,-2.281864643096924,-13.881138801574709,-1.145281434059143,4.0
stephy_Stress_L1_003.wav,STURDILY,-19.87567901611328,-0.3564170598983764,-17.150699615478516,-8.251632690429688,0.0
stephy_Stress_L1_008.wav,BEFORE,-15.035093307495115,-0.2678995132446289,-14.765361785888672,-0.2740052342414856,2.0
stephy_Stress_L1_012.wav,MAGNIFICENTLY,-18.622751235961918,-0.3729578554630279,-15.76611614227295,-8.651885032653809,1.0
stephy_Stress_L2_001.wav,THE RIGHT PLACE,-21.09387588500977,-3.42276930809021,-17.615869522094727,-3.6068949699401855,2.0
stephy_Stress_L2_003.wav,NOT ME,-13.63076400756836,-0.2488974630832672,-13.394761085510254,-0.2059150338172912,3.0
stephy_Stress_L2_005.wav,A GOOD BOY,-17.29265022277832,-0.4016493558883667,-16.960147857666016,-0.1711618453264236,2.0
stephy_Stress_L2_006.wav,GOOD MORNING,-16.772706985473633,-2.450794219970703,-14.91603946685791,-0.4703699350357055,4.0
stephy_Stress_L2_007.wav,GONE PAST,-20.328187942504883,-0.4732944965362549,-19.85293960571289,-0.4798116087913513,3.0
stephy_Stress_L2_008.wav,GONE BACK,-17.083654403686523,-0.6486117839813232,-16.453733444213867,-0.5863097906112671,2.0
stephy_Stress_L2_009.wav,TEN MEN,-18.403301239013672,-0.3150306940078735,-18.146175384521484,-0.1220118850469589,2.0
stephy_Stress_L3_001.wav,BLACK AND WHITE,-15.5621337890625,-0.6239380240440369,-14.640250205993652,-1.6170908212661743,2.0
stephy_Stress_L4_001.wav,IS CALLED,-18.100135803222656,-0.6358650922775269,-17.234682083129883,-1.401164412498474,1.0
stephy_Stress_L4_004.wav,I WAS HERE,-16.915189743041992,-0.3904922008514404,-16.538105010986328,-0.3457935154438019,2.0
stephy_Stress_L4_005.wav,SHES HOME,-17.210866928100586,-0.7547122240066528,-15.844320297241213,-2.794161319732666,2.0
